,Datetime,Text,shutonu
198,2021-05-15 16:58:51+00:00,"@SleepyZohan @toastieseokie @benbro110 @IDF These children are 'Hamas', they said. Liars, all day everyday https://t.co/3wZdbZ3zTB",neutral
199,2021-04-20 05:34:39+00:00,When I was in high school I told myself no frat niggas ever...... and then came Alex. Lord.,neutral
201,2021-04-19 16:04:47+00:00,you won’t find a realer nigga u just won’t https://t.co/nJGvDaWNmW,neutral
202,2021-05-12 06:57:08+00:00,@Taywillyyy Well atleast dm it to a nosey nigga so I can judge in silence,racism
203,2021-05-18 15:48:06+00:00,Gaetz is a Republican Congressman and big Trump supporter. https://t.co/IidXIPAaRD,neutral
205,2020-09-24 02:01:53+00:00,"@MaryJasper2 @Marina_Sirtis No. Black Lives Matter because it's not open season police hunting for white people. 

Don't get it twisted. Sit this one out. #BLM https://t.co/AnbRomAlcU",attacking
206,2021-04-14 06:24:47+00:00,"@Polite_Lion @Socialist_frogz @lotzalozza @AndrewBGreene Mysogyny rebranded as empowerment for women.
Still pandering to the male gaze.",neutral
207,2021-05-07 13:42:14+00:00,Finally saw coming 2 America today; unnecessary comedy and a sprinkle of feminism here and there.,neutral
209,2021-05-16 12:25:46+00:00,"the feminism leaving my body after seeing israelis weaponize
feminism in order to justify genocide https://t.co/FIQ23iLt47 https://t.co/DNv9zuytie",neutral
210,2021-04-21 08:25:09+00:00,@BankaiTouch @ELNATE3 @Zamma_Khumalo It's not feminism. Its reality.,neutral
211,2021-05-16 22:43:22+00:00,@WhiteHouse WHAT ABOUT WHEN THE ISRAELI POLICE ATTACKED THE PALESTINE PRAYING PEOPLE AT AL-AQSA ? PALESTINE PEOPLE DONT HAVE RIGHT OF SELF DEFENCE ? SHAME ON YOU MR. ONE EYED PRESIDENT,attacking
212,2021-05-30 03:18:54+00:00,lol haha this dude looking at dick without a warrant https://t.co/oXQsKwqcAJ,offensive
213,2021-05-16 03:29:11+00:00,Shame on you Israel https://t.co/A5ywE2IATQ,attacking
214,2021-05-16 17:14:00+00:00,"@IsraeliPM @PM of Israel , whole India is with israel against terrorism.
@PMOIndia , I request our prime minister Shri Narendra modi to let the whole world know that Israel is not alone in the fight with terrorism India also stand united.",neutral
216,2021-05-18 10:15:28+00:00,Palestine is the land of the Abrahamic faith. There are Palestinian Christians as there are Palestinian Muslims. They too are as oppressed as their Muslim brethren. Palestinian Life under Occupation:  A Muslim &amp; Christian Experience.21st May 2021 (FRIDAY).8:30 pm Msia time; 3:30 https://t.co/rYQvTKS3GS,neutral
217,2021-05-16 08:00:26+00:00,"@JoeBiden Dear President this time to support @Israel for Elimination of terrorism of all entire in world
#IndiaWithIsrael 
#JoeBiden 
#StandWithIsrael 
#IstandwithIsreal 
#Netanyahu",positive
218,2021-05-17 01:50:27+00:00,"@AJEnglish Poor Muslim countries, they can condemn only but can't take any practical action for the sake of Palestine.",neutral
219,2021-04-14 16:09:23+00:00,Niggas and Bishes Post lies allday on the internet.,attacking
220,2021-05-18 03:09:46+00:00,"Israel is bombing Palestine, children are dying, don't be silent to this brutality.

#GazzaUnderAttack #isrealterrorist #MuslimWithPalestine #SaveSheikhJarrah #SaveGazaFromZionists #ShameOnUSA #GazaUnderAttackk #Gaza #GazaUnderAttak #PalestineBleeding #Palestine #AlAqsa https://t.co/uFiOxphodZ",neutral
222,2020-06-28 19:46:10+00:00,"I was raised by two civil rights activists who drove down to #Selma to march with #MLK. I imagine they’d be horrified to know this fight still continues, two generations later. I will NEVER stop supporting #BlackLivesMatter #blm #DefundThePolice even after the protests stop",positive
223,2021-05-13 16:34:01+00:00,@sweekbat @PheebsSaysNo @AdolphClitler @TransportBeyond @robng15 @JaneFae @setoacnna @notCursedE @joss_prior @DavidPaisley @MrCrystalMighty I agree I mean that transphobia aren't feminists ya know? They're bigots appropriating Feminism,misogyny
226,2021-05-02 10:25:57+00:00,@elegationvain Because it is nonsense without any route that has nothing to do with lesbianism or feminism. It is not worth paying attention to.,neutral
227,2021-05-04 01:46:05+00:00,What are these niggas doing ..,neutral
228,2021-04-24 16:22:35+00:00,Talk to these niggas https://t.co/JYRboMEr9I,neutral
229,2021-04-20 16:54:16+00:00,"Today in Culture Study Sidechannel: Data Feminism, Baylor Influencer Twin Engagement Party, Cicada Plague, Microgenerational Discourse, legal fight over the Celino and Barnes phone number. 

Find out more here: https://t.co/acJEoJb6hK",neutral
231,2021-05-15 23:11:31+00:00,"Zack Fox said it best ""Free Palestine, free Tay-K""",neutral
232,2021-05-15 13:52:54+00:00,"@YaAllah_786 @IDF Don't call him baccha, they are bl00
 dy terr 0rrists",attacking
233,2021-05-16 17:33:54+00:00,@IDF @UN @UN no balls to condemn??? ohh ya keep licking the 👞 https://t.co/qKRbIzqBgj,offensive
234,2021-05-05 21:16:40+00:00,"@hellishsky Lmao, nigga about to die. Goodluck.",racism
235,2021-05-16 19:45:38+00:00,"US ready to help Israel and Palestinians if they seek a ceasefire. “The United States has been working tirelessly through diplomatic channels to try to bring an end to this conflict,” said Linda Thomas-Greenfield, US Ambassador to UN. LIVE updates: https://t.co/aumVcNv5it https://t.co/RmuAiIF3N5",neutral
236,2021-04-29 11:17:43+00:00,"@AkiTetri ""Feminism is not a philosophy, it's not a theory, it's not a set of ideas. It's a political struggle.""
( @amiasrinivasan )",neutral
237,2021-05-29 03:25:25+00:00,@Ch1pmunk3 Even the dick 😯,offensive
238,2021-05-18 15:28:21+00:00,@doctorrichabjp Support Israel,positive
239,2021-05-15 15:12:21+00:00,@DrRonMalka @IsraelMFA @IsraelinIndia @indemtel @IsraelBangalore @MOS_MEA @VMBJP @RonyYedidia @DrSJaishankar @Israel @MEAIndia Thanks Israel.,positive
240,2021-05-17 18:34:45+00:00,"@AveryOfBirds @KatyMontgomerie Feminism doesn't define people by their bodies.  It says their oppression is based on biology.  It doesn't say, or imply, that women are 'reduced' to their biology.  In fact, quite the opposite, for centuries feminists have argued that the patriarchy imposes false limitations 1/2",neutral
241,2021-05-18 17:22:20+00:00,@netanyahu Israel 🇮🇱 is a Terrorist group https://t.co/ZnTzx79m9w,attacking
242,2021-04-21 17:47:45+00:00,"Yall know the most random question a nigga ever asked me? 

“You ever been pregnant before?” Like WTF KINDA QUESTION IS THAT",neutral
243,2021-05-31 20:35:47+00:00,And who's gonna urge Biden to practice what he preaches? Last I checked putting spoke out against Israeli zionism and genocide while Biden funded it with arms. https://t.co/7MAAWVE0Nd,attacking
245,2021-05-18 14:56:57+00:00,We stand with Palestine 🇵🇸 https://t.co/qEiqjf184h,positive
249,2020-10-22 12:40:19+00:00,"#BLMAntifaTerrorists are now the face of the #Weatherground, the most murderous organization to ever exist on American soil. They are *the* militant arm of the #Democrat Party. Follow the money and you will find large #Foundations funding #BLM #Antifa and armaments for civil war. https://t.co/iebQNUQHgv",neutral
250,2021-05-16 00:32:00+00:00,"How about Israel and Palestine share the land instead of trying to split it or own it? 😭

Nvm that requires letting go of religious identities and insecure group mentalities - which if people knew how to do, the world wouldn't be in this place as we have today.",neutral
251,2021-05-16 18:09:25+00:00,BJP MLA candidate @TajinderBagga said only Terrorists support palestine &amp; today India supported palestine... Shame on bagga for calling India terrorist 🤬🤬... https://t.co/KvhEXV7QP7,attacking
252,2021-05-18 14:12:39+00:00,"@AtheistTamil When Jews Came Palestine Do you know?
They are refugees.",neutral
253,2021-05-15 07:22:26+00:00,@AmitShah @narendramodi India must support good friend Israel. They helped us in difficult time..,positive
255,2021-05-18 10:11:10+00:00,"Nothing more truer than this statement 👍🏻
#WorldStandsWithPalestine
#IsraelStopPlayingVictim
#Israel
#GazaUnderAttak https://t.co/molQfZgSsw",positive
256,2021-05-18 00:37:35+00:00,That nigga smoking hookah callin niggas lil girls lmaoooooo this shit all backwards https://t.co/MOR1WVYCYc,racism
257,2021-04-30 11:01:23+00:00,"On Wednesday 12 May we are demystifying the concept of feminism and feminist leadership. Our free DSC Zoom Talk is taking place between 16.00-17.00 with talks from @AFJellema and Lillian Bogonko from @ActionAid.

Click this link to join us:  https://t.co/WIQksnPsFn https://t.co/I5h94SoeFi",neutral
258,2021-05-13 11:53:00+00:00,I'm gonna use this for every tweet yg support Israel!!! https://t.co/oQwz4H5f7t,neutral
259,2021-05-31 17:44:54+00:00,"Fuck, it’s still May https://t.co/MHfXc96nye",neutral
260,2021-05-17 15:25:41+00:00,@Onitsha_Man @KitaPalaBataih @IDF But why those zionist need to clash in the mosque tho? What would you do if those zionist clash in or attack your temple or any kind of your holly place? What would you feel?,neutral
261,2021-05-17 13:50:13+00:00,"#Islamabad:Protests in #Pakistan today in solidarity with #Palestine  🇵🇸
 https://t.co/RQddp1SB2I",neutral
262,2021-05-15 09:11:19+00:00,@Pakistanfirst98 @majorgauravarya @IDF Face n fact of your education system.. https://t.co/KLyghznhW2,neutral
263,2021-05-18 08:54:51+00:00,"Indian Government overtime has extended both diplomatic and financial support to Palestine. However, they also share a very close strategic alliance with Israel. Mr @narendramodi became the first PM in Indian history to visit Palestine. #PalestineUnderAttack",positive
264,2021-04-21 07:00:50+00:00,I dreamt about radical feminism. How weird.,misogyny
265,2020-07-03 08:25:22+00:00,"List of #Sacramento #Protest on Saturday (tomorrow), #4thofJuly2020:

March for Liberty &amp; Justice for All
10am
Fremont Park

Youth March for Black Freedom
12pm
River Walk Park

4th of You-lie: De-Columbus Sacramento
7-10pm
Capitol west steps

#SacProtest #BLM #4thofjuly https://t.co/BBrUUxoMfA",neutral
266,2021-03-23 14:19:50+00:00,"man I care about DnD so much and like everything in nerdom, it is so rife with racist, mysogynist and otherwise problematic content. It sucks that WOTC, a company based around creating fantastical diverse and inclusive worlds fails so often to uplift marginalized voices irl",neutral
267,2021-05-15 02:17:57+00:00,"Did something  Happen after solidarity with Palestine?Are we waiting for how israel will occupy the gaza strip and West bank?
World Leaders isnt seeing Children lost their lifes.
""ظالم کی ویراست ہے مظلوم کے حسے میں تسلی نہ دلاساں""
#GazaUnderAttack
#AlAqsa",neutral
268,2021-05-08 19:00:44+00:00,"YA ALLAH! THIS IS SO PAINFUL!💔💔💔😭😭😭

#Palestine #SaveSheikhJarrah #IsraeliAttackonAlAqsa https://t.co/L20EGRG9Y9",neutral
269,2021-04-23 03:55:55+00:00,Them WWE niggas can tweet bout a trash bag cause it's bad for business but can't tweet about how one of their partnerships are responsible for the death of their own employee's child. Gross.,racism
273,2021-05-08 22:19:14+00:00,Y’all niggas not really on shit y’all just be talking,racism
274,2021-04-26 22:52:03+00:00,Only loyal to my family and the niggas i be with.,positive
275,2020-08-20 01:36:32+00:00,"@VioletDoll I don't have any problem with those who like that though, don't get me wrong, it's just that everyone is different, the thing that i don't like is stereotypes, because the line between what's mysogyny and what's not is thinner with these ! END",neutral
277,2021-05-16 14:18:27+00:00,"This pic discribes the biased role of international media on Palestine Israel phenomena. 
Muslims don't fall into the same trap again and again. Now, we know who are the real terrorist. 
Don't trust International biased media. 

#IsraeliTerrorism #AlAqsaUnderAttack https://t.co/6UQsfQpWC7",neutral
278,2021-04-28 15:21:07+00:00,I’m never goin live with Kevin samuels ... nigga called saweetie a 6 🥴,racism
279,2020-09-22 20:24:46+00:00,"This is what getting it right looks like.✅ Well said @ellesecor &amp; @UofOklahoma‼
#BLM 
#SoonersForHumanity 🤜🏼🤛🏾 https://t.co/1WkX9mG8SP",positive
281,2021-05-28 16:07:25+00:00,Can we stop capping cause this ain’t true 😂 for some yes some niggas dicks just don’t be big and that’s okay https://t.co/JscJ27QBdd,offensive
282,2021-05-31 13:21:17+00:00,@gratefulgranite @ConorDaly22 @TimBowker2 I don't give a fuck about any of that shit you said lol. I also never said his sponsors loved him. I said they know who he is. If you think comoanies love everyone they sponsor you are something special.,neutral
284,2021-05-15 18:13:05+00:00,@MarianaBaabar Recognition was meant for shut their mouthes whenever Israel would do any harm to Palestine or other neighbouring states,neutral
285,2021-04-12 19:43:09+00:00,"A hot day, but a cool nigga❗️🤞🏽

#twoletta💩🤧🤞🏾 #creamteamentllc #blacloucaine #320swoo #outdagate #dueseason #trapdojootw @ Greensboro, North Carolina https://t.co/NEvukvcYGc",neutral
286,2021-05-16 22:13:22+00:00,"I hate to see #PalestineBleeding but I'd love to see #Hamas burning.

#israel #Palastine #terrorist",neutral
289,2021-05-28 18:21:02+00:00,Is Dick Ryder from BlackRock the cause of this elon environmental shit?,offensive
290,2020-11-26 12:08:11+00:00,"@akuuwa_camcam People from certain tribes should be more aware of things like this sha.
Igbo is included 
If you don't see the patriarchy, sexism, mysogyny and toxic masculinity in all this Nigerian traditions
 I honestly have nothing to say.",neutral
291,2021-05-18 05:23:00+00:00,Is the Israel-Palestine discourse shifting because more and more people are seeing the reality of it through the eyes of people of Palestine via social media instead of traditional media narrative controlled by imperialists?,neutral
292,2021-05-15 13:26:08+00:00,"@IDF How about GAZA? You destroyed their land , stole their land , killed them , tortured them !!!!

You get what you give ! It shud be more than this ! #AlAqsaUnderAtrack #ShameOnYouIsrael https://t.co/i4MjOGoSVM",attacking
293,2021-05-18 01:30:00+00:00,"Six shells were fired from Lebanon towards northern Israel on Monday but fell short of crossing the border, the Israeli military said.

https://t.co/rug6OIGK13",neutral
294,2021-05-29 06:22:56+00:00,"Look at her dick. I can't believe it's so big, it's, like, out there, I mean, pah, gros! (144)",offensive
296,2020-09-13 13:08:12+00:00,To all you guilt ridden naive fools that support #BLM 👇 https://t.co/99vjYkQkbI,racism
297,2021-05-16 06:24:57+00:00,@Israel India always stand with you to fight against terror .. https://t.co/MAzatNoPKd,positive
