,index,Datetime,Text,Label,tokens,normalized_tweets,tidy_tweet,scores,compound,comp_score,neu
232,291,2021-05-18 05:23:00+00:00,is israel palestine discourse shifting people seeing reality eyes people palestine social media instead traditional media narrative controlled imperialists ,neutral,"['is', 'israel', 'palestine', 'discourse', 'shifting', 'people', 'seeing', 'reality', 'eyes', 'people', 'palestine', 'social', 'media', 'instead', 'traditional', 'media', 'narrative', 'controlled', 'imperialists']","['is', 'israel', 'palestin', 'discours', 'shift', 'peopl', 'see', 'realiti', 'eye', 'peopl', 'palestin', 'social', 'media', 'instead', 'tradit', 'media', 'narr', 'control', 'imperialist']",is israel palestin discour shift peopl see realiti eye peopl palestin social media instead tradit media narr control imperialist,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
233,292,2021-05-15 13:26:08+00:00,how gaza you destroyed land stole land killed tortured you it shud ,attacking,"['how', 'gaza', 'you', 'destroyed', 'land', 'stole', 'land', 'killed', 'tortured', 'you', 'it', 'shud']","['how', 'gaza', 'you', 'destroy', 'land', 'stole', 'land', 'kill', 'tortur', 'you', 'it', 'shud']",how gaza you destroy land stole land kill tortur you it shud,"{'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8481}",-0.8481,neg,0.549
234,293,2021-05-18 01:30:00+00:00,six shells fired lebanon northern israel monday fell short crossing border israeli military said ,neutral,"['six', 'shells', 'fired', 'lebanon', 'northern', 'israel', 'monday', 'fell', 'short', 'crossing', 'border', 'israeli', 'military', 'said']","['six', 'shell', 'fire', 'lebanon', 'northern', 'israel', 'monday', 'fell', 'short', 'cross', 'border', 'isra', 'militari', 'said']",six shell fire lebanon northern israel monday fell short cross border isra militari said,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.34}",-0.34,neg,0.844
235,294,2021-05-29 06:22:56+00:00,look dick i believe big is like there i mean pah gros 144 ,offensive,"['look', 'dick', 'i', 'believe', 'big', 'is', 'like', 'there', 'i', 'mean', 'pah', 'gros', '144']","['look', 'dick', 'i', 'believ', 'big', 'is', 'like', 'there', 'i', 'mean', 'pah', 'gro', '144']",look dick i believ big is like there i mean pah gro 144,"{'neg': 0.223, 'neu': 0.608, 'pos': 0.169, 'compound': -0.2023}",-0.2023,neg,0.608
236,296,2020-09-13 13:08:12+00:00,to guilt ridden naive fools support,racism,"['to', 'guilt', 'ridden', 'naive', 'fools', 'support']","['to', 'guilt', 'ridden', 'naiv', 'fool', 'support']",to guilt ridden naiv fool support,"{'neg': 0.467, 'neu': 0.28, 'pos': 0.252, 'compound': -0.3182}",-0.3182,neg,0.28
237,297,2021-05-16 06:24:57+00:00,india stand fight terror ,positive,"['india', 'stand', 'fight', 'terror']","['india', 'stand', 'fight', 'terror']",india stand fight terror,"{'neg': 0.75, 'neu': 0.25, 'pos': 0.0, 'compound': -0.7184}",-0.7184,neg,0.25
238,298,2021-04-25 01:48:07+00:00,imma continue nigga ,neutral,"['imma', 'continue', 'nigga']","['imma', 'continu', 'nigga']",imma continu nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
239,299,2021-05-18 08:31:05+00:00,why silent as israel killing innocents palestine is israel terrorist israel end soon ready masjid aqsa ours is ours ours ,attacking,"['why', 'silent', 'as', 'israel', 'killing', 'innocents', 'palestine', 'is', 'israel', 'terrorist', 'israel', 'end', 'soon', 'ready', 'masjid', 'aqsa', 'ours', 'is', 'ours', 'ours']","['whi', 'silent', 'as', 'israel', 'kill', 'innoc', 'palestin', 'is', 'israel', 'terrorist', 'israel', 'end', 'soon', 'readi', 'masjid', 'aqsa', 'our', 'is', 'our', 'our']",whi silent as israel kill innoc palestin is israel terrorist israel end soon readi masjid aqsa our is our our,"{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.886}",-0.886,neg,0.657
240,300,2021-05-15 14:36:49+00:00,this time people going trapped islamists emotional victim card trap ,neutral,"['this', 'time', 'people', 'going', 'trapped', 'islamists', 'emotional', 'victim', 'card', 'trap']","['thi', 'time', 'peopl', 'go', 'trap', 'islamist', 'emot', 'victim', 'card', 'trap']",thi time peopl go trap islamist emot victim card trap,"{'neg': 0.489, 'neu': 0.511, 'pos': 0.0, 'compound': -0.6908}",-0.6908,neg,0.511
241,301,2021-05-16 19:30:38+00:00,time fight back with israel do not purchase product starting with 729 barcode spread word ,neutral,"['time', 'fight', 'back', 'with', 'israel', 'do', 'not', 'purchase', 'product', 'starting', 'with', '729', 'barcode', 'spread', 'word']","['time', 'fight', 'back', 'with', 'israel', 'do', 'not', 'purchas', 'product', 'start', 'with', '729', 'barcod', 'spread', 'word']",time fight back with israel do not purcha product start with 729 barcod spread word,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}",-0.3818,neg,0.843
242,303,2021-05-15 22:15:55+00:00,nigga sharing drink cousins hoes,misogyny,"['nigga', 'sharing', 'drink', 'cousins', 'hoes']","['nigga', 'share', 'drink', 'cousin', 'hoe']",nigga share drink cousin hoe,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}",0.296,pos,0.645
243,304,2021-05-31 21:04:51+00:00,oh fuck i forgot,misogyny,"['oh', 'fuck', 'i', 'forgot']","['oh', 'fuck', 'i', 'forgot']",oh fuck i forgot,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.364
244,305,2021-05-15 18:06:58+00:00,i think palestine country so wrong israel completely illegal state recognised un however control expansion land called palestine surely illegal ,neutral,"['i', 'think', 'palestine', 'country', 'so', 'wrong', 'israel', 'completely', 'illegal', 'state', 'recognised', 'un', 'however', 'control', 'expansion', 'land', 'called', 'palestine', 'surely', 'illegal']","['i', 'think', 'palestin', 'countri', 'so', 'wrong', 'israel', 'complet', 'illeg', 'state', 'recognis', 'un', 'howev', 'control', 'expans', 'land', 'call', 'palestin', 'sure', 'illeg']",i think palestin countri so wrong israel complet illeg state recogni un howev control expan land call palestin sure illeg,"{'neg': 0.171, 'neu': 0.73, 'pos': 0.099, 'compound': -0.4002}",-0.4002,neg,0.73
245,306,2021-05-17 17:43:57+00:00,i stand france i stand israel ,positive,"['i', 'stand', 'france', 'i', 'stand', 'israel']","['i', 'stand', 'franc', 'i', 'stand', 'israel']",i stand franc i stand israel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
246,307,2021-05-12 13:38:53+00:00,i knew i fucked i leave work meetings early boobs started leaking milk mid conference like i supposed here fuck feminism,neutral,"['i', 'knew', 'i', 'fucked', 'i', 'leave', 'work', 'meetings', 'early', 'boobs', 'started', 'leaking', 'milk', 'mid', 'conference', 'like', 'i', 'supposed', 'here', 'fuck', 'feminism']","['i', 'knew', 'i', 'fuck', 'i', 'leav', 'work', 'meet', 'earli', 'boob', 'start', 'leak', 'milk', 'mid', 'confer', 'like', 'i', 'suppos', 'here', 'fuck', 'femin']",i knew i fuck i leav work meet earli boob start leak milk mid confer like i suppo here fuck femin,"{'neg': 0.378, 'neu': 0.522, 'pos': 0.1, 'compound': -0.7845}",-0.7845,neg,0.522
247,308,2020-09-11 03:39:10+00:00,lol cody shit dani way shit derrick dani tells do clearly alpha saw place key room today seen talk shit suck again stop mysogynist,offensive,"['lol', 'cody', 'shit', 'dani', 'way', 'shit', 'derrick', 'dani', 'tells', 'do', 'clearly', 'alpha', 'saw', 'place', 'key', 'room', 'today', 'seen', 'talk', 'shit', 'suck', 'again', 'stop', 'mysogynist']","['lol', 'codi', 'shit', 'dani', 'way', 'shit', 'derrick', 'dani', 'tell', 'do', 'clearli', 'alpha', 'saw', 'place', 'key', 'room', 'today', 'seen', 'talk', 'shit', 'suck', 'again', 'stop', 'mysogynist']",lol codi shit dani way shit derrick dani tell do clearli alpha saw place key room today seen talk shit suck again stop mysogynist,"{'neg': 0.433, 'neu': 0.49, 'pos': 0.076, 'compound': -0.9201}",-0.9201,neg,0.49
248,310,2021-05-13 05:14:44+00:00,nigga fuck,racism,"['nigga', 'fuck']","['nigga', 'fuck']",nigga fuck,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.222
249,311,2021-05-31 15:59:15+00:00,iwhy tf thing i wake somebody ugly ass dick phone i hate,offensive,"['iwhy', 'tf', 'thing', 'i', 'wake', 'somebody', 'ugly', 'ass', 'dick', 'phone', 'i', 'hate']","['iwhi', 'tf', 'thing', 'i', 'wake', 'somebodi', 'ugli', 'ass', 'dick', 'phone', 'i', 'hate']",iwhi tf thing i wake somebodi ugli ass dick phone i hate,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.8885}",-0.8885,neg,0.4
250,314,2021-05-15 22:10:23+00:00,india bring israel state you guys brothers right ,neutral,"['india', 'bring', 'israel', 'state', 'you', 'guys', 'brothers', 'right']","['india', 'bring', 'israel', 'state', 'you', 'guy', 'brother', 'right']",india bring israel state you guy brother right,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
251,315,2021-05-31 21:02:02+00:00,i medical transport i tell fuck i form i believe hipaa violation state law gets trumped federal one ,offensive,"['i', 'medical', 'transport', 'i', 'tell', 'fuck', 'i', 'form', 'i', 'believe', 'hipaa', 'violation', 'state', 'law', 'gets', 'trumped', 'federal', 'one']","['i', 'medic', 'transport', 'i', 'tell', 'fuck', 'i', 'form', 'i', 'believ', 'hipaa', 'violat', 'state', 'law', 'get', 'trump', 'feder', 'one']",i medic transport i tell fuck i form i believ hipaa violat state law get trump feder one,"{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",-0.5423,neg,0.788
252,316,2021-05-04 13:18:53+00:00,does books resources feminism mid sixties i gladly appreciate it ,positive,"['does', 'books', 'resources', 'feminism', 'mid', 'sixties', 'i', 'gladly', 'appreciate', 'it']","['doe', 'book', 'resourc', 'femin', 'mid', 'sixti', 'i', 'gladli', 'appreci', 'it']",doe book resourc femin mid sixti i gladli appreci it,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
253,317,2021-04-30 00:22:02+00:00,niggas mouth,racism,"['niggas', 'mouth']","['nigga', 'mouth']",nigga mouth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
254,319,2021-05-01 16:53:55+00:00,men should talk feminism progress face it the whites talk racism face it straight people talk pride lgbtq rallys they face it it as simple as that ,neutral,"['men', 'should', 'talk', 'feminism', 'progress', 'face', 'it', 'the', 'whites', 'talk', 'racism', 'face', 'it', 'straight', 'people', 'talk', 'pride', 'lgbtq', 'rallys', 'they', 'face', 'it', 'it', 'as', 'simple', 'as', 'that']","['men', 'should', 'talk', 'femin', 'progress', 'face', 'it', 'the', 'white', 'talk', 'racism', 'face', 'it', 'straight', 'peopl', 'talk', 'pride', 'lgbtq', 'ralli', 'they', 'face', 'it', 'it', 'as', 'simpl', 'as', 'that']",men should talk femin progress face it the white talk racism face it straight peopl talk pride lgbtq ralli they face it it as simpl as that,"{'neg': 0.12, 'neu': 0.673, 'pos': 0.208, 'compound': 0.25}",0.25,pos,0.673
255,320,2021-05-05 13:06:24+00:00,incredible nigga rock years dropped,neutral,"['incredible', 'nigga', 'rock', 'years', 'dropped']","['incred', 'nigga', 'rock', 'year', 'drop']",incr nigga rock year drop,"{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg,0.656
256,321,2020-07-26 12:45:55+00:00,ooooh person like that let say he huge mysogynist plus f slur gay men asked lol thays mention slight flavour sexual harrassment i felt qrt s me ,neutral,"['ooooh', 'person', 'like', 'that', 'let', 'say', 'he', 'huge', 'mysogynist', 'plus', 'f', 'slur', 'gay', 'men', 'asked', 'lol', 'thays', 'mention', 'slight', 'flavour', 'sexual', 'harrassment', 'i', 'felt', 'qrt', 's', 'me']","['ooooh', 'person', 'like', 'that', 'let', 'say', 'he', 'huge', 'mysogynist', 'plu', 'f', 'slur', 'gay', 'men', 'ask', 'lol', 'thay', 'mention', 'slight', 'flavour', 'sexual', 'harrass', 'i', 'felt', 'qrt', 's', 'me']",ooooh person like that let say he huge mysogynist plu f slur gay men ask lol thay mention slight flavour sexual harrass i felt qrt s me,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.765}",0.765,pos,0.734
257,323,2021-04-16 18:32:25+00:00,wait run niggas ,racism,"['wait', 'run', 'niggas']","['wait', 'run', 'nigga']",wait run nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
258,324,2021-04-17 03:03:24+00:00,nigga thrash rick bad carl start looking like hoe,racism,"['nigga', 'thrash', 'rick', 'bad', 'carl', 'start', 'looking', 'like', 'hoe']","['nigga', 'thrash', 'rick', 'bad', 'carl', 'start', 'look', 'like', 'hoe']",nigga thrash rick bad carl start look like hoe,"{'neg': 0.269, 'neu': 0.538, 'pos': 0.192, 'compound': -0.25}",-0.25,neg,0.538
259,325,2021-05-17 16:48:37+00:00,why attacking civillians uses hamas excuse actions stop playing victim ,neutral,"['why', 'attacking', 'civillians', 'uses', 'hamas', 'excuse', 'actions', 'stop', 'playing', 'victim']","['whi', 'attack', 'civillian', 'use', 'hama', 'excus', 'action', 'stop', 'play', 'victim']",whi attack civillian use hama excu action stop play victim,"{'neg': 0.468, 'neu': 0.38, 'pos': 0.152, 'compound': -0.6124}",-0.6124,neg,0.38
260,326,2020-06-26 16:52:47+00:00,the patterson park community holds celebration wear mask bring lawn chair amp picnic local restaurants mellow hang out like do check mural,neutral,"['the', 'patterson', 'park', 'community', 'holds', 'celebration', 'wear', 'mask', 'bring', 'lawn', 'chair', 'amp', 'picnic', 'local', 'restaurants', 'mellow', 'hang', 'out', 'like', 'do', 'check', 'mural']","['the', 'patterson', 'park', 'commun', 'hold', 'celebr', 'wear', 'mask', 'bring', 'lawn', 'chair', 'amp', 'picnic', 'local', 'restaur', 'mellow', 'hang', 'out', 'like', 'do', 'check', 'mural']",the patterson park commun hold celebr wear mask bring lawn chair amp picnic local restaur mellow hang out like do check mural,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,pos,0.894
261,327,2021-05-18 17:20:34+00:00,begest teroris world captured israel force,neutral,"['begest', 'teroris', 'world', 'captured', 'israel', 'force']","['begest', 'terori', 'world', 'captur', 'israel', 'forc']",begest terori world captur israel forc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
262,328,2021-05-16 17:41:35+00:00,the global campaign support palestine press button tweet,positive,"['the', 'global', 'campaign', 'support', 'palestine', 'press', 'button', 'tweet']","['the', 'global', 'campaign', 'support', 'palestin', 'press', 'button', 'tweet']",the global campaign support palestin press button tweet,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,pos,0.722
263,329,2021-04-27 11:01:06+00:00,hahahah exactly i looking for now tell profit men destroyed destroyed men mean kill them berate them take jobs you need change assumptions feminism movements ,misogyny,"['hahahah', 'exactly', 'i', 'looking', 'for', 'now', 'tell', 'profit', 'men', 'destroyed', 'destroyed', 'men', 'mean', 'kill', 'them', 'berate', 'them', 'take', 'jobs', 'you', 'need', 'change', 'assumptions', 'feminism', 'movements']","['hahahah', 'exactli', 'i', 'look', 'for', 'now', 'tell', 'profit', 'men', 'destroy', 'destroy', 'men', 'mean', 'kill', 'them', 'berat', 'them', 'take', 'job', 'you', 'need', 'chang', 'assumpt', 'femin', 'movement']",hahahah exactli i look for now tell profit men destroy destroy men mean kill them berat them take job you need chang assumpt femin movement,"{'neg': 0.338, 'neu': 0.578, 'pos': 0.084, 'compound': -0.8689}",-0.8689,neg,0.578
264,330,2021-04-15 16:18:47+00:00,happy birthday nigga,positive,"['happy', 'birthday', 'nigga']","['happi', 'birthday', 'nigga']",happi birthday nigga,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
265,331,2021-04-15 15:49:03+00:00,i want baby daddy nigga ik got kids like gahhdamn smh,neutral,"['i', 'want', 'baby', 'daddy', 'nigga', 'ik', 'got', 'kids', 'like', 'gahhdamn', 'smh']","['i', 'want', 'babi', 'daddi', 'nigga', 'ik', 'got', 'kid', 'like', 'gahhdamn', 'smh']",i want babi daddi nigga ik got kid like gahhdamn smh,"{'neg': 0.176, 'neu': 0.534, 'pos': 0.29, 'compound': 0.128}",0.128,pos,0.534
266,332,2021-05-04 03:45:40+00:00,never going happen honey party doomed failure heading straight hell lies conspiracy theories bigotry mysogyny rascim ,attacking,"['never', 'going', 'happen', 'honey', 'party', 'doomed', 'failure', 'heading', 'straight', 'hell', 'lies', 'conspiracy', 'theories', 'bigotry', 'mysogyny', 'rascim']","['never', 'go', 'happen', 'honey', 'parti', 'doom', 'failur', 'head', 'straight', 'hell', 'lie', 'conspiraci', 'theori', 'bigotri', 'mysogyni', 'rascim']",never go happen honey parti doom failur head straight hell lie conspiraci theori bigotri mysogyni rascim,"{'neg': 0.329, 'neu': 0.586, 'pos': 0.086, 'compound': -0.7506}",-0.7506,neg,0.586
267,333,2020-08-01 15:12:22+00:00,so chose stand pop kneeling asking friend pop old fighting good fight years it people glossing this free country want ,neutral,"['so', 'chose', 'stand', 'pop', 'kneeling', 'asking', 'friend', 'pop', 'old', 'fighting', 'good', 'fight', 'years', 'it', 'people', 'glossing', 'this', 'free', 'country', 'want']","['so', 'chose', 'stand', 'pop', 'kneel', 'ask', 'friend', 'pop', 'old', 'fight', 'good', 'fight', 'year', 'it', 'peopl', 'gloss', 'thi', 'free', 'countri', 'want']",so chose stand pop kneel ask friend pop old fight good fight year it peopl gloss thi free countri want,"{'neg': 0.174, 'neu': 0.468, 'pos': 0.358, 'compound': 0.6705}",0.6705,pos,0.468
268,334,2021-05-18 18:15:53+00:00,by allah the state palestine established land quds ah shareef capital ,neutral,"['by', 'allah', 'the', 'state', 'palestine', 'established', 'land', 'quds', 'ah', 'shareef', 'capital']","['by', 'allah', 'the', 'state', 'palestin', 'establish', 'land', 'qud', 'ah', 'shareef', 'capit']",by allah the state palestin establish land qud ah shareef capit,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
269,336,2021-04-26 22:21:41+00:00,white patriarchy this ,racism,"['white', 'patriarchy', 'this']","['white', 'patriarchi', 'thi']",white patriarchi thi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
270,338,2021-04-28 22:14:38+00:00,why white people fights yell nigga like ok ,neutral,"['why', 'white', 'people', 'fights', 'yell', 'nigga', 'like', 'ok']","['whi', 'white', 'peopl', 'fight', 'yell', 'nigga', 'like', 'ok']",whi white peopl fight yell nigga like ok,"{'neg': 0.211, 'neu': 0.407, 'pos': 0.382, 'compound': 0.2732}",0.2732,pos,0.407
271,339,2021-05-17 16:01:57+00:00,join worldwide bible exposition audiences europe israel africa middle east north america ,neutral,"['join', 'worldwide', 'bible', 'exposition', 'audiences', 'europe', 'israel', 'africa', 'middle', 'east', 'north', 'america']","['join', 'worldwid', 'bibl', 'exposit', 'audienc', 'europ', 'israel', 'africa', 'middl', 'east', 'north', 'america']",join worldwid bibl exposit audienc europ israel africa middl east north america,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",0.296,pos,0.833
272,340,2021-05-15 04:46:17+00:00,first democratic secular nation and pakistan lectures jinnah created purpose if kashmir big issue come talked red alert like palestine international platform,neutral,"['first', 'democratic', 'secular', 'nation', 'and', 'pakistan', 'lectures', 'jinnah', 'created', 'purpose', 'if', 'kashmir', 'big', 'issue', 'come', 'talked', 'red', 'alert', 'like', 'palestine', 'international', 'platform']","['first', 'democrat', 'secular', 'nation', 'and', 'pakistan', 'lectur', 'jinnah', 'creat', 'purpos', 'if', 'kashmir', 'big', 'issu', 'come', 'talk', 'red', 'alert', 'like', 'palestin', 'intern', 'platform']",first democrat secular nation and pakistan lectur jinnah creat purpo if kashmir big issu come talk red alert like palestin intern platform,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.5719}",0.5719,pos,0.81
273,341,2021-05-15 22:16:59+00:00,open your eyes widely this is obviously the truth iswhat israel gaza israelis army want kill children just want children grow later what a shame,attacking,"['open', 'your', 'eyes', 'widely', 'this', 'is', 'obviously', 'the', 'truth', 'iswhat', 'israel', 'gaza', 'israelis', 'army', 'want', 'kill', 'children', 'just', 'want', 'children', 'grow', 'later', 'what', 'a', 'shame']","['open', 'your', 'eye', 'wide', 'thi', 'is', 'obvious', 'the', 'truth', 'iswhat', 'israel', 'gaza', 'isra', 'armi', 'want', 'kill', 'children', 'just', 'want', 'children', 'grow', 'later', 'what', 'a', 'shame']",open your eye wide thi is obviou the truth iswhat israel gaza isra armi want kill children just want children grow later what a shame,"{'neg': 0.246, 'neu': 0.599, 'pos': 0.155, 'compound': -0.7096}",-0.7096,neg,0.599
274,342,2021-05-31 04:13:12+00:00,who fuck again i bothered look,offensive,"['who', 'fuck', 'again', 'i', 'bothered', 'look']","['who', 'fuck', 'again', 'i', 'bother', 'look']",who fuck again i bother look,"{'neg': 0.663, 'neu': 0.337, 'pos': 0.0, 'compound': -0.7096}",-0.7096,neg,0.337
275,343,2021-05-28 10:53:15+00:00,come dick,offensive,"['come', 'dick']","['come', 'dick']",come dick,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg,0.233
276,344,2021-05-15 16:32:48+00:00,why military solution exist after palestinians run stones their periodic decimation hands israel protector the us latest weaponry job give time ,neutral,"['why', 'military', 'solution', 'exist', 'after', 'palestinians', 'run', 'stones', 'their', 'periodic', 'decimation', 'hands', 'israel', 'protector', 'the', 'us', 'latest', 'weaponry', 'job', 'give', 'time']","['whi', 'militari', 'solut', 'exist', 'after', 'palestinian', 'run', 'stone', 'their', 'period', 'decim', 'hand', 'israel', 'protector', 'the', 'us', 'latest', 'weaponri', 'job', 'give', 'time']",whi militari solut exist after palestinian run stone their period decim hand israel protector the us latest weaponri job give time,"{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}",0.4939,pos,0.862
277,345,2021-05-15 14:19:59+00:00,lol,mocking,['lol'],['lol'],lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,pos,0.0
278,347,2020-11-25 22:18:40+00:00,i agree else and i honestly believe trans acceptance inclusivity stop talking mysogyny ,neutral,"['i', 'agree', 'else', 'and', 'i', 'honestly', 'believe', 'trans', 'acceptance', 'inclusivity', 'stop', 'talking', 'mysogyny']","['i', 'agre', 'els', 'and', 'i', 'honestli', 'believ', 'tran', 'accept', 'inclus', 'stop', 'talk', 'mysogyni']",i agr el and i honestli believ tran accept inclu stop talk mysogyni,"{'neg': 0.159, 'neu': 0.652, 'pos': 0.188, 'compound': 0.1027}",0.1027,pos,0.652
279,348,2021-05-31 15:14:22+00:00,yes i so mad that ,neutral,"['yes', 'i', 'so', 'mad', 'that']","['ye', 'i', 'so', 'mad', 'that']",ye i so mad that,"{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5413}",-0.5413,neg,0.462
280,349,2021-04-08 23:55:22+00:00,i want a nigga want raise,neutral,"['i', 'want', 'a', 'nigga', 'want', 'raise']","['i', 'want', 'a', 'nigga', 'want', 'rais']",i want a nigga want rai,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.1531}",0.1531,pos,0.435
281,350,2021-04-23 12:16:19+00:00,woah nigga look like a bugs life wonder music,racism,"['woah', 'nigga', 'look', 'like', 'a', 'bugs', 'life', 'wonder', 'music']","['woah', 'nigga', 'look', 'like', 'a', 'bug', 'life', 'wonder', 'music']",woah nigga look like a bug life wonder music,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,pos,0.737
282,351,2021-05-16 21:26:55+00:00,go us uk india they worship israhell like god haha,mocking,"['go', 'us', 'uk', 'india', 'they', 'worship', 'israhell', 'like', 'god', 'haha']","['go', 'us', 'uk', 'india', 'they', 'worship', 'israhel', 'like', 'god', 'haha']",go us uk india they worship israhel like god haha,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.8316}",0.8316,pos,0.38
283,352,2021-05-31 14:49:38+00:00,you dandy women yeah mean fuck can end kind guys real relation ,neutral,"['you', 'dandy', 'women', 'yeah', 'mean', 'fuck', 'can', 'end', 'kind', 'guys', 'real', 'relation']","['you', 'dandi', 'women', 'yeah', 'mean', 'fuck', 'can', 'end', 'kind', 'guy', 'real', 'relat']",you dandi women yeah mean fuck can end kind guy real relat,"{'neg': 0.193, 'neu': 0.497, 'pos': 0.309, 'compound': 0.2732}",0.2732,pos,0.497
284,354,2021-05-15 12:21:00+00:00,waqt e fursat hai kahan kaam abhi baqi hai noor e touheed ka itmam abhi baqi hai wiped face world,attacking,"['waqt', 'e', 'fursat', 'hai', 'kahan', 'kaam', 'abhi', 'baqi', 'hai', 'noor', 'e', 'touheed', 'ka', 'itmam', 'abhi', 'baqi', 'hai', 'wiped', 'face', 'world']","['waqt', 'e', 'fursat', 'hai', 'kahan', 'kaam', 'abhi', 'baqi', 'hai', 'noor', 'e', 'touhe', 'ka', 'itmam', 'abhi', 'baqi', 'hai', 'wipe', 'face', 'world']",waqt e fursat hai kahan kaam abhi baqi hai noor e touh ka itmam abhi baqi hai wipe face world,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
285,356,2021-05-11 11:02:25+00:00,just heard pm live tv talk saying directed talk counterparts turkey amp ksa formulate joint stance please read surah tauba aya amp announce action israel ,attacking,"['just', 'heard', 'pm', 'live', 'tv', 'talk', 'saying', 'directed', 'talk', 'counterparts', 'turkey', 'amp', 'ksa', 'formulate', 'joint', 'stance', 'please', 'read', 'surah', 'tauba', 'aya', 'amp', 'announce', 'action', 'israel']","['just', 'heard', 'pm', 'live', 'tv', 'talk', 'say', 'direct', 'talk', 'counterpart', 'turkey', 'amp', 'ksa', 'formul', 'joint', 'stanc', 'pleas', 'read', 'surah', 'tauba', 'aya', 'amp', 'announc', 'action', 'israel']",just heard pm live tv talk say direct talk counterpart turkey amp ksa formul joint stanc plea read surah tauba aya amp announc action israel,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
286,357,2021-04-17 20:47:04+00:00,sad man i think i chill watching while our community shambles feminism ,misogyny,"['sad', 'man', 'i', 'think', 'i', 'chill', 'watching', 'while', 'our', 'community', 'shambles', 'feminism']","['sad', 'man', 'i', 'think', 'i', 'chill', 'watch', 'while', 'our', 'commun', 'shambl', 'femin']",sad man i think i chill watch while our commun shambl femin,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767,neg,0.744
287,358,2021-05-18 08:33:31+00:00,atleast understand english ur post said israel great nation i talking expect,mocking,"['atleast', 'understand', 'english', 'ur', 'post', 'said', 'israel', 'great', 'nation', 'i', 'talking', 'expect']","['atleast', 'understand', 'english', 'ur', 'post', 'said', 'israel', 'great', 'nation', 'i', 'talk', 'expect']",atleast understand english ur post said israel great nation i talk expect,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.6249}",0.6249,pos,0.709
