,index,Datetime,Text,lang,label,class
391,400,2020-01-30 23:07:16+00:00, adamth1 greatscott1991 dershowitz lost ever lovin mind look list people he s dedended trump oj von bulow he wasn t teaching law 80 great atty horrible needed job ,en,bully,0
395,404,2020-01-30 23:06:48+00:00,america knows your just a snake jeffery you it christians don t hate democrats we don t like lies crimes your leftist craziness crimes americans hate trumps americans america then obama democrats done https t co 8u56nik4gs,en,bully,0
401,410,2020-01-30 23:06:07+00:00,if trump removed republicans given carte blanche away behavior chooses a run away presidency ,en,bully,0
404,414,2020-01-30 23:04:43+00:00, onevswon skolanach realdonaldtrump esperdod you re cult fed bullshit hell fools eat told filet mignon you damn brainwashed it s pathetic you re adults use fucking brains think yourself you aren t better trump facts ,en,bully,0
409,419,2020-01-30 23:04:19+00:00, lindseygrahamsc how so so means majority senate voting allow witnesses what happened you your legacy forever tainted what trump russians you traitor ,en,bully,0
411,421,2020-01-30 23:04:14+00:00, ap_politics ap derangement spreads outwards president defense lawyer alan dershowitz ridiculously claims trump furtherance re election isn t impeachable fellow authoritarian hangers fox news cultist trumpsters ,en,bully,0
414,424,2020-01-30 23:03:45+00:00, elisestefanik realdonaldtrump you want truth advise gop senators demand hand testimony john bolton mick mulvany maybe tell gym jordon continue making shitshow trump s impeachment trial i hope treasonous jackass in chief happy gymie boy ask moscow mitch ,en,bully,0
416,426,2020-01-30 23:03:40+00:00, cnn which code we re screaming mountain tops book truth amp gets published trump crash burn https t co wfpmqle7vk,en,bully,0
417,427,2020-01-30 23:03:39+00:00, tiniebeany endora_ the way go trump come meets god all believe fate the thing can t away history betrayal whom leaving shame including family,en,bully,0
423,433,2020-01-30 23:01:53+00:00, therickwilson this southern accent huh oh wait can t read trumps tweets now makes sense ,en,bully,0
424,434,2020-01-30 23:01:52+00:00, npr democrats nuclear attack regain power 2020 they d use bs law try hurt trump concern us trump2020 https t co jjhzsv85tw,en,bully,0
426,436,2020-01-30 23:01:48+00:00,your arguments weak everyone knows who what djtrump is that pathetic senategop luv 4 putin trump slips justice https t co g4ovqjb27g,en,bully,0
428,438,2020-01-30 23:01:34+00:00, skolanach hamillhimself i know i ve seen this longer version asking wtf it s hard trump wtf fr me bcuz i m surprised behavior horrified yes surprised no yoda s force ghost happening here ,en,bully,0
431,441,2020-01-30 23:01:19+00:00,trump s abuse powers actions re elected are by no means in the interest of americans dershowitz is an asshole https t co t4z2eqs4wk,en,bully,0
435,445,2020-01-30 23:01:07+00:00, repadamschiff robreiner trump supposedly economy unemployment tax cuts etc well lot serial killers great parents good friends boy sout leaders away murder ,en,bully,0
437,447,2020-01-30 23:01:03+00:00, sethabramson i rise up if violence happens it i believe 2016 america i will not support dictator trump ,en,bully,0
438,448,2020-01-30 23:01:01+00:00, joann_cubberly sforklr 4evernevertrump lindseygrahamsc indeed cases trial grand jury decides probable cause believe crime occured a true bill most trials develop evidence on trumps lawyers bullshitters ,en,bully,0
440,450,2020-01-30 23:00:43+00:00,just like ontario trump government like mafia lawyers avoiding facts focusing faulty process https t co mtlgsh4tc0,en,bully,0
441,451,2020-01-30 23:00:40+00:00,trump s immigration rule is cruel racist https t co 4tdb5xfdad newyorker,en,bully,0
443,454,2020-01-30 23:00:32+00:00, wsjopinion murdochs beware dumbo donnie finally office start trump news start the totally trump totalitarian ,en,bully,0
445,456,2020-01-30 22:59:49+00:00, fly_sistah neal_katyal mollyjongfast it s actual real proof trump isn t rich smart wants think is if rich smart engaged blatant quid pro quo amp breaking laws amp bribed ,en,bully,0
446,457,2020-01-30 22:59:31+00:00, senategop republicans pretend truth exist 75 people want witnessesanddocuments know trump guilty abuseofpower obstructionofcongress subpoena bolton testify boltonmusttestify boltonbombshell removetrump,en,bully,0
451,462,2020-01-30 22:58:31+00:00, essenviews if trump wasn t facing resistance imagine damage home abroad ,en,bully,0
455,466,2020-01-30 22:58:21+00:00, senatorbennet dictators believe best thing happened country the argument trump s lawyer appalling ,en,bully,0
456,467,2020-01-30 22:58:14+00:00, randpaul gop all lying trasitors who betrayed america oncce now will betray america agasin when the gop covers up trumps crimes and the gop will perjure themselves when they violate there oaths of office,en,bully,0
458,469,2020-01-30 22:57:50+00:00, kamalaharris need trump meant advocated legalizing bribery everything says tell need ask oath he s taken actions affect 2020 election ,en,bully,0
461,472,2020-01-30 22:57:10+00:00,you gotta love shifty says trumps election important country forgets benghazi fake film rice clinton obama blaming film guy https t co ijimo9oluu,en,bully,0
463,474,2020-01-30 22:57:03+00:00,does trump understand acquitted senate he impeachedforlife,en,bully,0
466,478,2020-01-30 22:56:43+00:00, kevinmkruse a future donald trump technically says traveled future back explains president ocasio cortez says matters future important past and then crying rudy you re young ,en,bully,0
467,479,2020-01-30 22:56:43+00:00, thejuanwilliams thehill juan you re hack bad lemon you objective dead set hating trump want badly shifty schiff i love can t watch anymore you i wish hell they d rid you ,en,bully,0
471,483,2020-01-30 22:56:35+00:00, i nervous all i think donald trump win landslide said clinton adams 39 year old custodian florida panhandle https t co ebr331xv5f,en,bully,0
472,484,2020-01-30 22:56:34+00:00, jonahdispatch i understand prefer moral high horse utter defeat progressives jonah explain i progressives embodiment evil you worthy power trump i don t it ,en,bully,0
473,485,2020-01-30 22:56:32+00:00,dictators believe best thing happened country the argument trump s lawyer appalling ,en,bully,0
479,491,2020-01-30 22:55:26+00:00, kit_mohr bridgetsterli19 realdonaldtrump do honestly believe trump fighting witches witches get knees pray forgiveness you worship golden calf you heathen study bible quit putting spin suit your purposes trump is not god you worship https t co ljbifkuqtz,en,bully,0
480,492,2020-01-30 22:55:23+00:00, therealwedgea thedemocrats the democrats trying trump elected right clinton 11 counts felonies trump 0 felonies democrats argument think trump intended break law ,en,bully,0
483,495,2020-01-30 22:55:12+00:00,donald trump interview 1980 rona barrett reelin in the years archives https t co ch2lwmywau youtube,en,bully,0
485,497,2020-01-30 22:55:05+00:00, neal_katyal isn t democrats doj president trump your corruption exposed vote democrats 2020 ,en,bully,0
487,499,2020-01-30 22:54:52+00:00, marshablackburn gop coverup gop voter suppression gop voter fraud you will all now be responsible for traitor trumps crimes and for helping him hide his crimes,en,bully,0
489,501,2020-01-30 22:54:23+00:00, time would love fly wall russian asset wh sees biden cover this right cover trump https t co vne8cvwmbt,en,bully,0
490,502,2020-01-30 22:54:20+00:00,trump beats toddler death tire iron national tv smears blood face screaming incoherently republicans we let voters decide november mike pence fuck life ,en,bully,0
492,504,2020-01-30 22:53:27+00:00, hurricanehins i too trump wants witnesses too his lawyers tell can t set precedent we shall see ,en,bully,0
493,505,2020-01-30 22:53:27+00:00, therealwedgea thedemocrats you times want biden s very important here after all joes crime trump digging into the whistleblower schiff conspired try trump down you don t luke trump i it face truth ,en,bully,0
495,507,2020-01-30 22:53:13+00:00,lots comparisons bernie trump resembles goldwater mcgovern lot more factional candidate lots small benefits fractured field amp devoted base he use slogans right from the start in your heart you know he s right too ,en,bully,0
499,511,2020-01-30 22:52:32+00:00, senrobportman rob ask this vote block witnesses support trump matter what pride will family proud you you know right here you do i wish stand american principles trump principles ,en,bully,0
501,513,2020-01-30 22:52:28+00:00, abc i hate trump seriously biden answer ,en,bully,0
504,516,2020-01-30 22:52:14+00:00,says ubiquitous lev parnas when trump my boys me igor fruman together it s you d forget scene a private dinner mar a lago charming in dirty sort way ,en,bully,0
505,517,2020-01-30 22:52:05+00:00, speakerpelosi what s stop trump continuing away stuff for time 70 years i trust comes government ,en,bully,0
506,518,2020-01-30 22:51:53+00:00, randpaul bogus vp biden didnt hide what he was doing yes it looked bad conflict of interest and nepotism by the way how about trumps kids making money off of there fathers presidency those are fair questions how do we know whether there doing illegal things trump makes money illegally,en,bully,0
508,520,2020-01-30 22:51:28+00:00, patrici17369044 nickysantorotm randpaul repadamschiff no sean misko works schifty schiff s office committee office bff whistleblower hired schiff day trump phone call hired july 26th set up conspiracy ,en,bully,0
514,526,2020-01-30 22:50:45+00:00, senategop of course said true like lies paid lawyers said speaking impeachment trial maybe lawyers oath by the way americans are not as stupid or scared of president trump s tweets as you are ,en,bully,0
521,533,2020-01-30 22:49:26+00:00, kyra_just we hope i start petition calling investigation nightmare called trump gone lives ,en,bully,1
524,536,2020-01-30 22:49:12+00:00, rawstory invisible planes can t seen president trump s idea stealth planes difficult radar work what genius kind person knows anybody ,en,bully,0
525,537,2020-01-30 22:49:04+00:00, randpaul gop coverup of trumps crimes where is the proof that hunter biden did sny thing wrong was he under investigation no by the way when vp biden went to ukraine every one knew he was there to ask for pporshenko to be fired congress senatee state dept knew so your assessment is,en,bully,0
526,538,2020-01-30 22:49:03+00:00, repadamschiff what worried about you impeached president evidence house let senate weigh evidence trial oh wait didn t evidence you gavel now sit amp watch trump train reelected,en,bully,0
527,539,2020-01-30 22:48:53+00:00,trump caught in new foreign corruption scandal https t co cslqpn5msc youtube maddow look odd wait til 2021 emails,en,bully,0
530,542,2020-01-30 22:47:53+00:00,why that trump forbids it that s why trump forbids guilty don t forget trump confessed crime https t co tcrpjaudok,en,bully,0
532,544,2020-01-30 22:47:51+00:00, randpaul yes democrats real purpose president trump can t reelected in fact president trump removed 2020 ballot ,en,bully,0
533,545,2020-01-30 22:47:48+00:00,this is amazing and true brutal trump attorney jay sekulow destroys adam schiff democrat senators ukraine hypocrisy video https t co qbtf15eja9 gatewaypundit,en,bully,0
535,547,2020-01-30 22:47:44+00:00, davesteffenhage david i read logic supporting trump i friends amp acquaintance think similarly rand paul eye doctor senator needs glasses a us senator believes innuendo gossip paul neighbor arrested leaf dispute paul demanded fed charges misdemeanor felony ,en,bully,0
537,549,2020-01-30 22:47:29+00:00, crowbine twenny twenny trump landslide senate house i pray mental health,en,bully,0
541,553,2020-01-30 22:46:48+00:00, blondiedag w_terrence which lie hear i heard tell bold faced lie said president trump asked ukrainian president help election a huge lie ,en,bully,0
543,555,2020-01-30 22:46:26+00:00,what trump leave office stuff publicly declassified released public paint trump different light look like genius that s highly unlikely stuff trump said publicly i don t believe,en,bully,0
